building_id,Sanierungszustand,A_NGF_m2,Ht_W_per_K,Q_kW_mittleres,Q_kW_kaltes,Q_kW_heisses
DEBBAL520000wbm3,unsaniert,181.59,350.64,12.83356,12.553040000000001,9.25699
DEBBAL520000wbW6,teilsaniert,119.59,252.17,6.55282,6.409590000000001,4.72663
DEBBAL520000wbTM,unsaniert,108.71,239.2,8.75464,8.56328,6.31482
DEBBAL520000wbUq,unsaniert,161.32,276.73,10.1285,9.907110000000001,7.3058000000000005
DEBBAL520000wbTw,vollsaniert,240.06,404.31,4.4393199999999995,4.34229,3.20213
DEBBAL520000wbkJ,unsaniert,220.22,439.52,16.08645,15.73484,11.60334
DEBBAL520000wbl7,vollsaniert,142.39,260.38,2.85897,2.79648,2.06221
DEBBAL520000wbRO,unsaniert,166.33,368.89,13.501370000000001,13.20626,9.73869
DEBBAL520000wbS0,teilsaniert,176.47,380.45,9.88635,9.67026,7.13114
DEBBAL0100092Qvj,unsaniert,93.2,273.19,9.99893,9.78038,7.212350000000001
DEBBAL01000cHdHc,vollsaniert,40.05,42.66,0.46846,0.45822,0.3379
DEBBAL01000cGvSJ,vollsaniert,66.52,180.39,1.98066,1.93736,1.42867
DEBBAL01000cHdHh,teilsaniert,31.84,33.28,0.86494,0.84603,0.62389
