Koordinatensystem : Lambert konform konisch
Rechtswert        : 4291500 Meter
Hochwert          : 2781500 Meter
Hoehenlage        : 71 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4291500 2781500 10 19 23  -2.1  999 358  0.9 4  3.4 100    0    0 216 -340  0
4291500 2781500 10 19 24  -2.6  999  77  1.3 2  3.2 100    0    0 203 -339  0
4291500 2781500 10 20  1  -3.3  999   0  0.6 3  3.1 100    0    0 201 -338  0
4291500 2781500 10 20  2  -3.5  998  68  0.9 3  3.0 100    0    0 209 -336  0
4291500 2781500 10 20  3  -3.1  998  94  1.2 6  3.0 100    0    0 234 -335  0
4291500 2781500 10 20  4  -2.0  997  77  1.6 8  3.2 100    0    0 274 -334  0
4291500 2781500 10 20  5  -1.5  996  69  1.7 8  3.4 100    0    0 292 -335  0
4291500 2781500 10 20  6  -0.9  996  56  1.7 7  3.5 100    0    0 287 -335  0
4291500 2781500 10 20  7  -0.5  995  76  1.7 8  3.7 100    0    1 289 -335  0
4291500 2781500 10 20  8   0.3  995  64  1.5 7  3.8 100   27   12 291 -336  0
4291500 2781500 10 20  9   1.8  995  80  1.8 6  4.0  97   44   53 282 -338  0
4291500 2781500 10 20 10   4.1  995  65  2.5 7  4.2  88   40  100 287 -343  0
4291500 2781500 10 20 11   5.5  995  98  1.8 8  4.3  79   44  126 304 -349  0
4291500 2781500 10 20 12   6.2  995  60  1.6 8  4.3  73   12  138 314 -355  0
4291500 2781500 10 20 13   6.4  994 349  1.8 8  4.3  71    0   90 316 -359  0
4291500 2781500 10 20 14   6.7  994  53  2.6 8  4.3  69    0   65 316 -360  0
4291500 2781500 10 20 15   6.7  994  29  2.7 8  4.2  68    0   45 316 -360  0
4291500 2781500 10 20 16   5.8  993  41  2.5 8  4.3  71    0   32 316 -358  0
4291500 2781500 10 20 17   4.9  994  40  2.1 8  4.3  77    0    8 313 -355  0
4291500 2781500 10 20 18   4.7  994  31  1.2 8  4.5  82    0    0 312 -350  0
4291500 2781500 10 20 19   4.5  994  39  1.4 8  4.6  85    0    0 311 -347  0
4291500 2781500 10 20 20   4.2  994  18  1.6 8  4.5  86    0    0 309 -344  0
4291500 2781500 10 20 21   4.1  994 355  1.3 8  4.5  87    0    0 308 -342  0
4291500 2781500 10 20 22   4.2  994  14  1.5 8  4.5  86    0    0 306 -341  0
4291500 2781500 10 20 23   4.0  994  15  1.6 8  4.4  85    0    0 305 -339  0
4291500 2781500 10 20 24   3.5  994 354  1.1 8  4.4  87    0    0 302 -338  0
4291500 2781500 10 21  1   3.5  994   1  1.3 8  4.5  90    0    0 301 -336  0
4291500 2781500 10 21  2   3.2  994   3  1.0 8  4.5  90    0    0 299 -334  0
4291500 2781500 10 21  3   2.7  994  25  1.1 8  4.4  92    0    0 297 -332  0
4291500 2781500 10 21  4   2.6  993  36  1.1 8  4.4  94    0    0 295 -330  0
4291500 2781500 10 21  5   2.6  993   3  1.1 8  4.4  94    0    0 295 -328  0
4291500 2781500 10 21  6   2.4  993 354  0.7 8  4.4  96    0    0 294 -327  0
4291500 2781500 10 21  7   2.6  993 354  0.7 8  4.5  96    0    0 294 -324  0
4291500 2781500 10 21  8   3.1  994  27  1.1 8  4.5  95    0   10 294 -322  0
4291500 2781500 10 21  9   3.3  994 335  1.3 8  4.6  94    0   26 295 -325  0
4291500 2781500 10 21 10   3.4  995 344  1.1 8  4.8  98    0   49 295 -335  0
4291500 2781500 10 21 11   3.8  995   4  1.7 7  5.0 100    0   78 291 -346  0
4291500 2781500 10 21 12   4.6  996  28  1.6 8  5.2 100    0   65 293 -356  0
4291500 2781500 10 21 13   4.7  996 312  1.7 8  5.4 100    0   48 300 -363  0
4291500 2781500 10 21 14   4.6  997  29  1.9 8  5.4 100    0   41 300 -365  0
4291500 2781500 10 21 15   4.1  998  60  2.1 8  5.3 100    0   55 297 -362  0
4291500 2781500 10 21 16   4.1  998  59  1.7 7  5.2 100    8   66 290 -356  0
4291500 2781500 10 21 17   3.7  999 351  0.9 7  5.1 100    0   19 283 -348  0
4291500 2781500 10 21 18   3.1 1000 330  1.4 7  4.9 100    0    0 281 -340  0
4291500 2781500 10 21 19   2.4 1001 252  2.1 8  4.7 100    0    0 280 -334  0
4291500 2781500 10 21 20   2.0 1002 356  1.0 8  4.5 100    0    0 281 -331  0
4291500 2781500 10 21 21   0.9 1002 358  0.8 8  4.3 100    0    0 278 -327  0
4291500 2781500 10 21 22   0.3 1003 357  0.7 8  4.0 100    0    0 274 -324  0
4291500 2781500 10 21 23   0.1 1003 359  0.6 8  3.9 100    0    0 273 -322  0
4291500 2781500 10 21 24   0.6 1004 236  0.9 8  3.9 100    0    0 273 -321  0
4291500 2781500 10 22  1   0.9 1004   0  0.7 8  4.0 100    0    0 275 -319  0
4291500 2781500 10 22  2   1.2 1005 360  0.7 7  4.1 100    0    0 273 -318  0
4291500 2781500 10 22  3   1.5 1005 256  1.1 7  4.2 100    0    0 272 -315  0
4291500 2781500 10 22  4   1.9 1005 359  0.9 8  4.3 100    0    0 279 -314  0
4291500 2781500 10 22  5   1.8 1005 357  1.0 8  4.4 100    0    0 284 -312  0
4291500 2781500 10 22  6   1.7 1006  37  1.7 8  4.3 100    0    0 284 -311  0
4291500 2781500 10 22  7   1.8 1006  57  1.9 8  4.3 100    0    0 284 -309  0
4291500 2781500 10 22  8   2.0 1006  48  2.3 7  4.4 100   27   14 280 -309  0
4291500 2781500 10 22  9   2.3 1007  78  1.9 8  4.5 100   35   58 279 -311  0
4291500 2781500 10 22 10   2.8 1007  78  1.6 8  4.6 100    6  100 282 -320  0
4291500 2781500 10 22 11   3.4 1008  49  2.4 7  4.8 100   12  128 277 -332  0
4291500 2781500 10 22 12   3.7 1008  68  2.5 7  4.9  99    0  119 272 -341  0
4291500 2781500 10 22 13   3.8 1008  49  2.9 7  4.8  96    0   91 271 -348  0
4291500 2781500 10 22 14   4.0 1008  59  3.0 7  4.7  92    0   64 272 -350  0
4291500 2781500 10 22 15   4.4 1008  49  3.2 8  4.4  86    0   52 276 -350  0
4291500 2781500 10 22 16   4.4 1008  59  2.8 7  4.2  80    3   56 278 -345  0
4291500 2781500 10 22 17   4.2 1008  56  3.2 7  4.1  79    3   21 276 -337  0
4291500 2781500 10 22 18   2.7 1008  48  2.5 7  4.1  84    0    0 274 -329  0
4291500 2781500 10 22 19   2.2 1008  47  2.2 7  4.1  90    0    0 272 -323  0
4291500 2781500 10 22 20   0.3 1008  77  1.9 7  4.0  96    0    0 270 -319  0
4291500 2781500 10 22 21   0.9 1008  47  2.2 7  4.0 100    0    0 269 -316  0
4291500 2781500 10 22 22   0.7 1009  58  2.5 4  4.0 100    0    0 258 -313  0
4291500 2781500 10 22 23  -1.4 1008 359  1.7 3  3.7 100    0    0 235 -311  0
4291500 2781500 10 22 24  -2.1 1008  26  1.7 4  3.4 100    0    0 230 -309  0
4291500 2781500 10 23  1  -2.4 1008  28  1.9 3  3.2 100    0    0 228 -307  0
4291500 2781500 10 23  2  -3.1 1008 359  1.7 3  3.1 100    0    0 223 -306  0
4291500 2781500 10 23  3  -3.8 1008 359  1.4 1  3.0 100    0    0 213 -304  0
4291500 2781500 10 23  4  -4.3 1008  26  1.8 0  2.8 100    0    0 200 -303  0
4291500 2781500 10 23  5  -5.1 1008 358  1.2 1  2.7 100    0    0 198 -302  0
4291500 2781500 10 23  6  -5.6 1008 357  1.2 1  2.6 100    0    0 199 -301  0
4291500 2781500 10 23  7  -6.2 1008 357  1.1 1  2.5 100    0    0 197 -300  0
4291500 2781500 10 23  8  -4.3 1008 358  1.4 2  2.6 100   38   30 200 -300  0
4291500 2781500 10 23  9  -1.9 1008   1  1.4 1  3.0 100  155   56 201 -302  0
4291500 2781500 10 23 10   0.3 1008 302  1.6 1  3.6  99  284   60 200 -308  0
4291500 2781500 10 23 11   1.9 1007 311  2.3 2  3.8  93  377   58 211 -315  0
4291500 2781500 10 23 12   3.5 1007  57  2.4 2  3.4  74  361   80 219 -325  0
4291500 2781500 10 23 13   4.5 1007  30  2.4 5  3.0  60  112  175 236 -333  0
4291500 2781500 10 23 14   4.6 1007  10  3.0 6  3.1  58   22  152 256 -337  0
4291500 2781500 10 23 15   4.1 1006  29  2.7 6  3.1  60    0   90 259 -337  0
4291500 2781500 10 23 16   2.6 1006   9  4.2 7  3.4  70    0   47 262 -333  0
4291500 2781500 10 23 17   0.9 1006  47  2.7 4  3.7  86    0   12 251 -326  0
4291500 2781500 10 23 18  -2.0 1006   1  1.7 3  3.5  96    0    0 229 -319  0
4291500 2781500 10 23 19  -3.4 1007   1  1.4 1  3.1 100    0    0 211 -313  0
4291500 2781500 10 23 20  -3.4 1007   3  1.3 3  3.0 100    0    0 209 -310  0
4291500 2781500 10 23 21  -3.7 1007   2  1.3 4  2.9 100    0    0 217 -307  0
4291500 2781500 10 23 22  -4.5 1007 322  1.5 3  2.8 100    0    0 216 -305  0
4291500 2781500 10 23 23  -4.1 1007 321  2.2 3  2.8 100    0    0 214 -303  0
4291500 2781500 10 23 24  -4.5 1007 212  1.6 4  2.8 100    0    0 216 -300  0
4291500 2781500 10 24  1  -3.1 1007 289  1.7 4  2.9 100    0    0 219 -298  0
4291500 2781500 10 24  2  -2.3 1007 283  1.5 6  3.1 100    0    0 227 -296  0
4291500 2781500 10 24  3  -2.6 1007 329  1.5 6  3.2 100    0    0 232 -295  0
4291500 2781500 10 24  4  -2.2 1006 317  2.2 7  3.2 100    0    0 234 -294  0
4291500 2781500 10 24  5  -2.2 1006 313  1.4 6  3.2 100    0    0 235 -294  0
4291500 2781500 10 24  6  -2.3 1006 292  1.8 7  3.2 100    0    0 233 -293  0
4291500 2781500 10 24  7  -2.5 1007 311  2.3 5  3.2 100    0    0 230 -293  0
4291500 2781500 10 24  8  -2.4 1007 310  2.3 6  3.2 100   20   34 227 -294  0
4291500 2781500 10 24  9  -1.3 1008 300  2.1 3  3.3  99   85   85 222 -298  0
4291500 2781500 10 24 10  -0.4 1008 263  2.0 2  3.2  89   72  145 211 -305  0
4291500 2781500 10 24 11   1.9 1009 262  2.7 3  3.0  74  156  165 213 -313  0
4291500 2781500 10 24 12   3.0 1009 281  2.4 3  2.9  64  283  146 220 -322  0
4291500 2781500 10 24 13   3.2 1009 310  3.3 2  2.5  53  213  168 217 -330  0
4291500 2781500 10 24 14   2.7 1009 299  3.3 4  2.3  50   63  178 220 -333  0
4291500 2781500 10 24 15   2.0 1009 288  2.6 4  2.4  54   34  137 227 -334  0
4291500 2781500 10 24 16   2.0 1009 267  2.5 5  2.5  56    9   79 231 -329  0
4291500 2781500 10 24 17   1.2 1009 273  2.2 4  2.5  58    0   19 231 -321  0
4291500 2781500 10 24 18  -1.7 1009 254  2.4 5  2.4  65    0    0 227 -314  0
4291500 2781500 10 24 19  -0.8 1009 244  2.8 5  2.5  73    0    0 229 -310  0
4291500 2781500 10 24 20  -2.4 1010 254  2.7 3  2.6  78    0    0 224 -308  0
4291500 2781500 10 24 21  -3.7 1010 222  3.0 1  2.7  88    0    0 208 -306  0
4291500 2781500 10 24 22  -4.0 1010 224  3.1 1  2.7  94    0    0 203 -304  0
4291500 2781500 10 24 23  -4.2 1010 224  3.3 1  2.7  94    0    0 204 -303  0
4291500 2781500 10 24 24  -3.3 1010 224  3.0 4  2.7  94    0    0 217 -301  0
4291500 2781500 10 25  1  -1.9 1010 214  3.5 8  2.8  90    0    0 245 -300  0
4291500 2781500 10 25  2  -1.3 1009 224  4.0 8  2.9  85    0    0 263 -299  0
4291500 2781500 10 25  3  -1.0 1009 234  4.5 8  2.8  81    0    0 265 -298  0
4291500 2781500 10 25  4  -0.6 1008 253  5.3 7  2.8  79    0    0 263 -299  0
4291500 2781500 10 25  5  -0.1 1008 253  5.4 8  2.9  77    0    0 268 -300  0
4291500 2781500 10 25  6   0.1 1008 253  5.1 8  3.0  78    0    0 276 -302  0
4291500 2781500 10 25  7   0.5 1007 261  5.9 8  3.0  78    0    0 280 -303  0
4291500 2781500 10 25  8   0.9 1007 253  6.3 8  3.1  78    4   28 284 -305  0
4291500 2781500 10 25  9   1.6 1007 252  6.8 6  3.2  77   50   93 280 -309  0
4291500 2781500 10 25 10   3.5 1007 262  8.2 4  3.3  72  151  140 267 -314  0
4291500 2781500 10 25 11   3.9 1007 261  8.1 5  3.4  69   75  199 268 -322  0
4291500 2781500 10 25 12   5.9 1007 249  8.9 3  3.6  66  165  205 268 -329  0
4291500 2781500 10 25 13   6.3 1006 253  8.4 4  3.7  62  132  213 267 -336  0
4291500 2781500 10 25 14   6.4 1005 259  9.2 5  3.7  62    7  146 278 -341  0
4291500 2781500 10 25 15   6.4 1005 252  8.4 5  3.8  63    3  103 283 -344  0
4291500 2781500 10 25 16   6.3 1004 251  8.0 6  3.8  64    0   44 288 -344  0
4291500 2781500 10 25 17   6.3 1003 250  8.0 8  3.9  65    0   12 300 -342  0
4291500 2781500 10 25 18   6.3 1003 248  7.7 8  3.9  65    0    0 308 -341  0
4291500 2781500 10 25 19   6.2 1002 240  8.6 8  3.9  65    0    0 309 -340  0
4291500 2781500 10 25 20   5.9 1002 252  8.3 8  3.9  67    0    0 310 -338  0
4291500 2781500 10 25 21   5.6 1001 253  7.8 8  4.1  71    0    0 310 -337  0
4291500 2781500 10 25 22   4.9 1001 251  8.2 8  4.3  77    0    0 310 -336  0
4291500 2781500 10 25 23   5.0 1001 251  8.4 8  4.5  83    0    0 310 -335  0
4291500 2781500 10 25 24   4.9 1001 251  7.7 8  4.6  84    0    0 311 -335  0
4291500 2781500 10 26  1   4.5 1000 251  7.3 8  4.8  89    0    0 311 -335  0
4291500 2781500 10 26  2   4.3 1000 253  6.8 8  5.1  96    0    0 312 -336  0
4291500 2781500 10 26  3   4.4 1000 251  6.3 8  5.2  99    0    0 313 -336  0
4291500 2781500 10 26  4   4.6 1000 251  6.8 8  5.3 100    0    0 314 -334  0
4291500 2781500 10 26  5   4.7 1000 261  6.2 8  5.2  97    0    0 315 -333  0
4291500 2781500 10 26  6   4.4 1000 251  5.9 8  5.1  95    0    0 314 -332  0
4291500 2781500 10 26  7   4.0 1000 242  4.8 8  5.1  97    0    0 313 -331  0
4291500 2781500 10 26  8   4.1 1000 252  5.1 8  5.0  98    4   25 313 -331  0
4291500 2781500 10 26  9   4.4 1000 251  5.0 7  5.1  98    2   66 307 -331  0
4291500 2781500 10 26 10   4.6 1001 262  4.9 7  5.3  99    2  100 303 -333  0
4291500 2781500 10 26 11   5.0 1001 261  4.8 8  5.4  99    0   72 308 -335  0
4291500 2781500 10 26 12   5.2 1001 271  5.2 8  5.5  99    0   66 314 -338  0
4291500 2781500 10 26 13   5.4 1002 261  4.3 7  5.6  99    0   57 310 -342  0
4291500 2781500 10 26 14   5.6 1002 271  4.1 7  5.6  99    0   61 306 -344  0
4291500 2781500 10 26 15   5.5 1002 272  3.1 7  5.6  99    0   48 306 -344  0
4291500 2781500 10 26 16   5.3 1002 349  2.5 8  5.6  99    0   22 311 -343  0
4291500 2781500 10 26 17   4.6 1003 348  2.2 7  5.4  99    0    9 308 -341  0
4291500 2781500 10 26 18   4.5 1003 176  2.8 7  5.3  99    0    0 301 -337  0
4291500 2781500 10 26 19   3.6 1004  81  3.1 7  5.1  99    0    0 300 -335  0
4291500 2781500 10 26 20   3.4 1004  74  2.6 7  4.9 100    0    0 297 -335  0
4291500 2781500 10 26 21   3.1 1005  21  2.3 7  4.8 100    0    0 296 -335  0
4291500 2781500 10 26 22   2.8 1006 346  1.3 8  4.7 100    0    0 300 -335  0
4291500 2781500 10 26 23   2.4 1007   1  1.1 7  4.6 100    0    0 299 -335  0
4291500 2781500 10 26 24   2.0 1007 360  1.5 7  4.5 100    0    0 291 -334  0
4291500 2781500 10 27  1   2.1 1008  50  1.7 8  4.4 100    0    0 295 -332  0
4291500 2781500 10 27  2   1.5 1008  39  1.9 8  4.3 100    0    0 299 -331  0
4291500 2781500 10 27  3   1.0 1008  38  1.5 8  4.2 100    0    0 297 -330  0
4291500 2781500 10 27  4   0.4 1009  38  1.6 6  4.0 100    0    0 285 -329  0
4291500 2781500 10 27  5  -1.0 1009  37  1.1 5  3.7 100    0    0 265 -326  0
4291500 2781500 10 27  6  -2.3 1010 356  0.7 3  3.4 100    0    0 244 -322  0
4291500 2781500 10 27  7  -2.8 1010 359  0.7 3  3.2 100    0    0 230 -317  0
4291500 2781500 10 27  8  -2.2 1011 349  1.0 3  3.2 100   21   32 230 -314  0
4291500 2781500 10 27  9   0.6 1011 131  0.9 2  3.6 100   94   81 227 -313  0
4291500 2781500 10 27 10   3.0 1012 356  0.6 2  3.9  89  181  113 227 -318  0
4291500 2781500 10 27 11   3.4 1012 359  1.2 3  3.4  72  232  135 235 -328  0
4291500 2781500 10 27 12   4.3 1013 332  1.3 4  3.0  60  248  152 248 -338  0
4291500 2781500 10 27 13   4.6 1013 359  1.8 4  2.9  55  235  155 257 -344  0
4291500 2781500 10 27 14   5.0 1013 320  1.8 3  2.8  52  195  145 252 -345  0
4291500 2781500 10 27 15   5.2 1013 300  2.0 3  2.7  50  128  122 247 -343  0
4291500 2781500 10 27 16   4.6 1013 307  1.6 3  2.6  48   44   80 247 -337  0
4291500 2781500 10 27 17   1.7 1012 319  1.5 7  2.8  58    1   21 263 -330  0
4291500 2781500 10 27 18  -1.6 1013 358  0.8 6  3.1  81    0    0 272 -322  0
4291500 2781500 10 27 19  -2.8 1013 230  1.3 1  3.1  96    0    0 242 -316  0
4291500 2781500 10 27 20  -3.6 1014 212  1.3 1  3.0 100    0    0 217 -313  0
4291500 2781500 10 27 21  -3.9 1014 222  1.7 0  2.9 100    0    0 211 -311  0
4291500 2781500 10 27 22  -4.6 1014 358  1.0 0  2.8 100    0    0 205 -308  0
4291500 2781500 10 27 23  -4.7 1014 222  1.8 0  2.7 100    0    0 205 -307  0
4291500 2781500 10 27 24  -4.6 1014 214  2.0 0  2.7 100    0    0 206 -307  0
4291500 2781500 10 28  1  -5.4 1014 178  1.3 0  2.6 100    0    0 205 -306  0
4291500 2781500 10 28  2  -4.9 1014 215  2.6 0  2.6 100    0    0 204 -305  0
4291500 2781500 10 28  3  -4.9 1014 214  1.9 0  2.6 100    0    0 204 -304  0
4291500 2781500 10 28  4  -5.2 1014 214  2.2 0  2.6 100    0    0 202 -303  0
4291500 2781500 10 28  5  -4.8 1014 223  2.0 1  2.6 100    0    0 208 -303  0
4291500 2781500 10 28  6  -4.1 1014 213  2.2 0  2.7 100    0    0 208 -302  0
4291500 2781500 10 28  7  -4.5 1013 211  2.2 0  2.8 100    0    0 204 -302  0
4291500 2781500 10 28  8  -2.6 1013 209  2.3 0  2.9 100   27   27 207 -302  0
4291500 2781500 10 28  9   0.4 1014 220  2.7 0  3.5 100  120   56 215 -305  0
4291500 2781500 10 28 10   2.9 1014 232  3.9 1  4.0  94  225   67 229 -310  0
4291500 2781500 10 28 11   5.6 1013 223  3.5 1  4.1  80  303   71 241 -318  0
4291500 2781500 10 28 12   6.8 1013 225  4.0 1  4.0  68  357   63 246 -329  0
4291500 2781500 10 28 13   8.1 1012 228  3.9 1  3.8  60  356   57 249 -339  0
4291500 2781500 10 28 14   8.9 1011 222  3.7 0  3.8  56  272   78 246 -345  0
4291500 2781500 10 28 15   8.5 1010 228  3.7 0  3.8  54  157   91 240 -346  0
4291500 2781500 10 28 16   7.9 1010 231  3.3 0  3.7  55   55   69 235 -342  0
4291500 2781500 10 28 17   5.4 1009 181  2.8 0  3.9  63    2   20 229 -334  0
4291500 2781500 10 28 18   3.8 1009 151  2.9 0  4.1  77    0    0 224 -327  0
4291500 2781500 10 28 19   2.5 1008 160  3.2 0  4.2  87    0    0 219 -322  0
4291500 2781500 10 28 20   1.8 1008 161  3.3 0  4.0  90    0    0 215 -319  0
4291500 2781500 10 28 21   1.3 1007 181  3.4 0  3.9  92    0    0 211 -316  0
4291500 2781500 10 28 22   1.2 1007 171  4.4 0  3.8  92    0    0 208 -314  0
4291500 2781500 10 28 23   1.0 1006 171  3.7 0  3.7  91    0    0 205 -313  0
4291500 2781500 10 28 24   0.9 1005 180  3.5 1  3.7  90    0    0 209 -312  0
4291500 2781500 10 29  1   0.6 1005 180  4.4 0  3.7  91    0    0 205 -311  0
4291500 2781500 10 29  2   0.8 1004 190  4.8 2  3.7  93    0    0 210 -310  0
4291500 2781500 10 29  3   1.1 1003 190  5.4 6  3.7  91    0    0 244 -310  0
4291500 2781500 10 29  4   0.9 1002 172  4.9 6  3.7  91    0    0 266 -310  0
4291500 2781500 10 29  5   0.6 1001 180  4.6 4  3.8  93    0    0 254 -309  0
4291500 2781500 10 29  6   0.4 1001 180  4.9 3  3.7  94    0    0 238 -308  0
4291500 2781500 10 29  7   0.6 1000 168  5.4 4  3.7  92    0    0 237 -306  0
4291500 2781500 10 29  8   1.0  999 178  5.8 4  3.6  89   14   37 242 -306  0
4291500 2781500 10 29  9   2.3  999 178  5.7 4  3.7  84   38   99 245 -308  0
4291500 2781500 10 29 10   4.6  998 191  6.9 5  3.7  76   74  158 256 -313  0
4291500 2781500 10 29 11   6.2  997 166  7.3 6  3.8  67   78  209 274 -322  0
4291500 2781500 10 29 12   7.2  996 174  6.1 5  3.8  62  102  234 277 -335  0
4291500 2781500 10 29 13   8.3  996 171  5.0 4  3.9  59  107  231 269 -346  0
4291500 2781500 10 29 14   8.7  995 183  5.1 4  3.9  56   85  206 265 -352  0
4291500 2781500 10 29 15   8.4  994 170  5.4 3  3.9  55   40  152 259 -353  0
4291500 2781500 10 29 16   7.4  993 169  5.1 4  3.8  57   17   88 260 -352  0
4291500 2781500 10 29 17   5.9  993 181  4.1 5  3.8  61    0   17 272 -348  0
4291500 2781500 10 29 18   4.9  992 189  4.8 6  3.7  66    0    0 282 -344  0
4291500 2781500 10 29 19   3.7  992 159  4.8 5  3.7  70    0    0 276 -342  0
4291500 2781500 10 29 20   3.2  991 169  4.6 2  3.7  75    0    0 234 -342  0
4291500 2781500 10 29 21   2.0  990 179  4.0 1  3.8  80    0    0 196 -340  0
4291500 2781500 10 29 22   1.6  990 188  4.2 3  3.7  84    0    0 217 -339  0
4291500 2781500 10 29 23   2.5  990 190  4.1 4  3.8  84    0    0 247 -339  0
4291500 2781500 10 29 24   3.0  989 178  3.8 8  3.8  80    0    0 285 -339  0
4291500 2781500 10 30  1   3.1  988 181  4.1 8  3.8  79    0    0 314 -339  0
4291500 2781500 10 30  2   3.3  988 199  4.1 8  3.9  80    0    0 315 -340  0
4291500 2781500 10 30  3   3.4  987 200  4.0 8  4.0  82    0    0 315 -340  0
4291500 2781500 10 30  4   3.1  987 202  3.1 8  4.2  86    0    0 313 -339  0
4291500 2781500 10 30  5   2.7  986 210  2.7 7  4.5  94    0    0 305 -339  0
4291500 2781500 10 30  6   2.6  986 192  2.2 8  4.7 100    0    0 306 -339  0
4291500 2781500 10 30  7   3.1  985 182  3.0 8  4.8 100    0    0 315 -339  0
4291500 2781500 10 30  8   3.3  985 181  3.7 8  4.9  99    1   21 318 -339  0
4291500 2781500 10 30  9   3.8  985 201  3.5 8  4.8  96    0   33 320 -340  0
4291500 2781500 10 30 10   4.3  985 203  3.4 8  4.9  94    0   53 322 -342  0
4291500 2781500 10 30 11   4.9  985 211  3.4 7  5.1  94    0   89 318 -344  0
4291500 2781500 10 30 12   5.2  985 231  4.0 7  5.2  94    0  128 314 -345  0
4291500 2781500 10 30 13   5.6  984 233  3.4 7  5.4  93    0  126 315 -347  0
4291500 2781500 10 30 14   5.6  984 201  2.1 7  5.5  94    0   95 315 -348  0
4291500 2781500 10 30 15   5.8  983 186  2.0 8  5.5  94    0   40 320 -349  0
4291500 2781500 10 30 16   6.0  984 185  2.1 7  5.5  93    0   17 321 -350  0
4291500 2781500 10 30 17   5.8  984 198  2.4 8  5.5  93    0    2 321 -349  0
4291500 2781500 10 30 18   5.8  984 209  1.8 8  5.6  94    0    0 326 -347  0
4291500 2781500 10 30 19   5.6  984 200  2.9 8  5.6  95    0    0 326 -345  0
4291500 2781500 10 30 20   5.6  984 162  2.8 8  5.6  96    0    0 327 -343  0
4291500 2781500 10 30 21   5.4  984 181  2.7 8  5.6  96    0    0 327 -339  0
4291500 2781500 10 30 22   5.4  984 183  2.9 8  5.4  95    0    0 325 -336  0
4291500 2781500 10 30 23   5.3  984 200  2.4 8  5.3  92    0    0 323 -333  0
4291500 2781500 10 30 24   5.2  984 220  1.9 8  5.2  92    0    0 320 -328  0
4291500 2781500 10 31  1   5.7  984 191  2.1 8  5.3  92    0    0 320 -325  0
4291500 2781500 10 31  2   5.8  984 183  3.0 8  5.3  90    0    0 322 -322  0
4291500 2781500 10 31  3   4.7  984 183  3.0 6  5.2  91    0    0 308 -320  0
4291500 2781500 10 31  4   4.6  984 181  3.5 4  5.0  93    0    0 280 -318  0
4291500 2781500 10 31  5   5.3  984 173  4.2 5  5.1  92    0    0 273 -318  0
4291500 2781500 10 31  6   5.1  985 149  3.4 5  5.1  91    0    0 281 -319  0
4291500 2781500 10 31  7   4.9  984 156  3.7 5  5.1  92    0    0 280 -321  0
4291500 2781500 10 31  8   5.2  985 144  4.1 5  5.1  91   10   28 280 -324  0
4291500 2781500 10 31  9   5.9  985 159  4.6 4  5.1  88   18   81 276 -329  0
4291500 2781500 10 31 10   7.7  985 161  5.4 5  5.0  79   72  139 279 -337  0
4291500 2781500 10 31 11   9.0  986 162  5.5 6  4.8  69   67  179 297 -344  0
4291500 2781500 10 31 12  10.9  986 160  5.6 7  4.7  60   70  200 315 -351  0
4291500 2781500 10 31 13  12.2  985 159  5.0 6  4.6  53  144  188 316 -357  0
4291500 2781500 10 31 14  12.1  985 151  5.0 7  4.3  48   80  170 313 -361  0
4291500 2781500 10 31 15  11.4  984 162  4.9 7  4.2  47   20  123 318 -365  0
4291500 2781500 10 31 16  11.0  984 149  5.3 6  4.3  51    5   66 312 -365  0
4291500 2781500 10 31 17   9.8  984 122  5.1 6  4.5  56    0   15 303 -361  0
4291500 2781500 10 31 18   8.9  984 122  5.3 6  4.6  61    0    0 298 -357  0
